season,player_name,Tm,Age,Int,PD,Sk,QBHits,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
2016,Ra'Shede Hageman,ATL,26,0,0,2,5,DT,Minnesota,78,310,4.92,32,35.5,114,7.87,4.5
2016,Dontae Johnson,SF,25,0,3,0,2,CB,NOth Carolina State,74,200,4.41,12,38.5,124,6.82,4.24
2017,Dontae Johnson,SF,26,1,7,0,0,CB,NOth Carolina State,74,200,4.41,12,38.5,124,6.82,4.24
2019,Dontae Johnson,SF,28,0,0,0,0,CB,NOth Carolina State,74,200,4.41,12,38.5,124,6.82,4.24
2020,Dontae Johnson,SF,29,0,3,1,2,CB,NOth Carolina State,74,200,4.41,12,38.5,124,6.82,4.24
2021,Dontae Johnson,SF,30,0,2,0,0,CB,NOth Carolina State,74,200,4.41,12,38.5,124,6.82,4.24
2016,Zach Kerr,IND,26,0,0,2.5,6,DT,Tennessee,73,326,5.06,28,28.5,99,7.93,4.71
2017,Zach Kerr,DEN,27,0,1,0.5,2,DT,Tennessee,73,326,5.06,28,28.5,99,7.93,4.71
2018,Zach Kerr,DEN,28,0,1,1.5,3,DT,Tennessee,73,326,5.06,28,28.5,99,7.93,4.71
2019,Zach Kerr,ARI,29,0,1,0,2,DT,Tennessee,73,326,5.06,28,28.5,99,7.93,4.71
2020,Zach Kerr,CAR,30,0,2,2,9,DT,Tennessee,73,326,5.06,28,28.5,99,7.93,4.71
2021,Zach Kerr,CAR,31,0,0,0,0,DT,Tennessee,73,326,5.06,28,28.5,99,7.93,4.71
2016,Koa Misi,MIA,29,0,0,0,0,OLB,Utah,75,251,4.75,20,38,127,7.07,4.27
2016,Earl Mitchell,MIA,29,0,0,0,1,DT,Arizona,74,296,4.75,25,28.5,107,7.68,4.55
2017,Earl Mitchell,SF,30,0,4,1,3,DT,Arizona,74,296,4.75,25,28.5,107,7.68,4.55
2018,Earl Mitchell,SF,31,0,0,0,3,DT,Arizona,74,296,4.75,25,28.5,107,7.68,4.55
2016,Haloti Ngata,DET,32,0,3,1.5,3,DT,Oregon,76,338,5.13,37,31.5,110,7.95,4.65
2017,Haloti Ngata,DET,33,0,1,2,3,DT,Oregon,76,338,5.13,37,31.5,110,7.95,4.65
2018,Haloti Ngata,PHI,34,0,1,1,3,DT,Oregon,76,338,5.13,37,31.5,110,7.95,4.65
2016,Manti Te'o,LAC,25,0,0,0,0,ILB,Notre Dame,73,241,4.82,20,33,113,7.13,4.27
2017,Manti Te'o,NO,26,0,3,0,0,ILB,Notre Dame,73,241,4.82,20,33,113,7.13,4.27
2018,Manti Te'o,NO,27,0,1,0,0,ILB,Notre Dame,73,241,4.82,20,33,113,7.13,4.27
2019,Manti Te'o,NO,28,0,0,0,1,ILB,Notre Dame,73,241,4.82,20,33,113,7.13,4.27
2016,Cam Thomas,LAR,30,0,0,1,3,DT,NOth Carolina,76,330,5.16,31,29,102,7.68,4.78
2017,Cam Thomas,KC,31,0,1,0,0,DT,NOth Carolina,76,330,5.16,31,29,102,7.68,4.78
2016,Vincent Valentine,NE,22,0,0,1,2,DT,Nebraska,76,329,5.19,17,29,110,8.03,4.59
2018,Vincent Valentine,ARI,24,0,0,0,0,DT,Nebraska,76,329,5.19,17,29,110,8.03,4.59
2016,Jason Verrett,LAC,25,1,3,0,0,CB,TCU,69,189,4.38,20,39,128,6.69,4
2017,Jason Verrett,LAC,26,0,0,0,0,CB,TCU,69,189,4.38,20,39,128,6.69,4
2020,Jason Verrett,SF,29,2,7,0,0,CB,TCU,69,189,4.38,20,39,128,6.69,4
2021,Jason Verrett,SF,30,0,0,0,0,CB,TCU,69,189,4.38,20,39,128,6.69,4
2016,Dan Williams,LV,29,0,1,0.5,3,DT,Tennessee,74,327,5.19,27,32,96,7.88,4.87
2016,Jeremiah Attaochu,LAC,23,0,0,2,4,OLB,Georgia Tech,75,252,4,20,,114,7,4
2017,Jeremiah Attaochu,LAC,24,0,0,0,0,OLB,Georgia Tech,75,252,4,20,,114,7,4
2018,Jeremiah Attaochu,NYJ,25,0,0,2,5,OLB,Georgia Tech,75,252,4,20,,114,7,4
2019,Jeremiah Attaochu,DEN,26,0,0,3.5,5,OLB,Georgia Tech,75,252,4,20,,114,7,4
2020,Jeremiah Attaochu,DEN,27,0,0,5,9,OLB,Georgia Tech,75,252,4,20,,114,7,4
2021,Jeremiah Attaochu,CHI,28,0,0,0,1,OLB,Georgia Tech,75,252,4,20,,114,7,4
2022,Jeremiah Attaochu,CHI,29,0,0,0,0,OLB,Georgia Tech,75,252,4,20,,114,7,4
2016,David Bass,TEN,26,0,0,0,0,DE,Missouri Western State,76,262,4.84,20,30.5,111,7.07,4.33
2017,David Bass,TEN,27,0,0,3.5,6,DE,Missouri Western State,76,262,4.84,20,30.5,111,7.07,4.33
2016,Tank Carradine,SF,26,0,0,0,0,DE,Florida State,76,276,4.9,28,,114,7,4
2017,Tank Carradine,SF,27,0,0,1.5,0,DE,Florida State,76,276,4.9,28,,114,7,4
2018,Tank Carradine,LV,28,0,0,0,0,DE,Florida State,76,276,4.9,28,,114,7,4
2019,Tank Carradine,MIA,29,0,0,0,0,DE,Florida State,76,276,4.9,28,,114,7,4
2016,Will Clarke,CIN,25,0,1,4,6,DE,West Virginia,78,271,4.77,22,32,112,7.26,4.57
2017,Will Clarke,TB,26,0,1,2.5,5,DE,West Virginia,78,271,4.77,22,32,112,7.26,4.57
2016,Demetri Goodson,GB,27,0,1,0,0,CB,Baylor,71,194,4.52,11,37,123,6.8,4.34
2016,DeAngelo Hall,WAS,33,0,1,0,0,CB,Virginia Tech,70,202,4.34,20,,114,7,4
2017,DeAngelo Hall,WAS,34,0,2,0,0,CB,Virginia Tech,70,202,4.34,20,,114,7,4
2016,De'Vante Harris,NO,23,0,1,0,0,CB,Texas A&M,71,176,4.56,20,38.5,124,6.82,4.06
2017,De'Vante Harris,NO,24,0,2,0,0,CB,Texas A&M,71,176,4.56,20,38.5,124,6.82,4.06
2018,De'Vante Harris,TB,25,0,3,0,0,CB,Texas A&M,71,176,4.56,20,38.5,124,6.82,4.06
2016,Christian Jones,CHI,25,0,1,0,0,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2017,Christian Jones,CHI,26,0,2,2,3,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2018,Christian Jones,DET,27,0,3,1,4,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2019,Christian Jones,DET,28,0,4,2,3,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2020,Christian Jones,DET,29,0,1,0,1,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2021,Christian Jones,CHI,30,0,0,0,0,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2022,Christian Jones,SEA,31,0,0,0,0,OLB,Florida State,75,240,4.68,20,33.5,115,7,4
2016,Jonathan Jones,NE,23,0,1,0,1,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2017,Jonathan Jones,NE,24,1,8,1,2,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2018,Jonathan Jones,NE,25,3,7,1.5,3,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2019,Jonathan Jones,NE,26,0,8,0,0,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2020,Jonathan Jones,NE,27,2,6,0,1,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2021,Jonathan Jones,NE,28,1,3,0,0,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2022,Jonathan Jones,NE,29,4,11,0,0,CB,Auburn,69,186,4.33,19,36,123,7.25,4.25
2016,Daniel McCullers,PIT,24,0,1,1,5,DT,Tennessee,79,352,5.18,27,20.5,97,7,4
2017,Daniel McCullers,PIT,25,0,0,0,1,DT,Tennessee,79,352,5.18,27,20.5,97,7,4
2018,Daniel McCullers,PIT,26,0,0,1,1,DT,Tennessee,79,352,5.18,27,20.5,97,7,4
2019,Daniel McCullers,PIT,27,0,1,0,0,DT,Tennessee,79,352,5.18,27,20.5,97,7,4
2020,Daniel McCullers,CHI,28,0,0,0,0,DT,Tennessee,79,352,5.18,27,20.5,97,7,4
2016,Roy Miller,JAX,29,0,0,0,1,DT,Texas,73,310,4.93,36,32,103,8.01,4.74
2017,Roy Miller,KC,30,0,1,0,0,DT,Texas,73,310,4.93,36,32,103,8.01,4.74
2016,Alex Okafor,ARI,25,0,0,3.5,6,DE,Texas,76,264,4.78,21,,114,7,4
2017,Alex Okafor,NO,26,0,4,4.5,9,DE,Texas,76,264,4.78,21,,114,7,4
2018,Alex Okafor,NO,27,0,1,4,9,DE,Texas,76,264,4.78,21,,114,7,4
2019,Alex Okafor,KC,28,0,1,5,9,DE,Texas,76,264,4.78,21,,114,7,4
2020,Alex Okafor,KC,29,0,0,3,10,DE,Texas,76,264,4.78,21,,114,7,4
2021,Alex Okafor,KC,30,0,2,1.5,7,DE,Texas,76,264,4.78,21,,114,7,4
2016,Za'Darius Smith,BAL,24,0,1,1,4,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2017,Za'Darius Smith,BAL,25,0,1,3.5,16,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2018,Za'Darius Smith,BAL,26,0,2,8.5,25,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2019,Za'Darius Smith,GB,27,0,0,13.5,37,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2020,Za'Darius Smith,GB,28,0,2,12.5,23,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2021,Za'Darius Smith,GB,29,0,0,0,0,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2022,Za'Darius Smith,MIN,30,0,5,10,24,DE,Kentucky,76,274,4.83,23,29,113,7.42,4.66
2016,Akeem Spence,TB,25,0,0,0.5,3,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2017,Akeem Spence,DET,26,0,0,3,9,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2018,Akeem Spence,MIA,27,0,0,2,9,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2019,Akeem Spence,NE,28,0,0,0,1,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2020,Akeem Spence,NE,29,0,0,0,0,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2021,Akeem Spence,WAS,30,0,0,0,0,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2022,Akeem Spence,SF,31,0,0,0,0,DT,Illinois,73,307,5.15,37,30,107,7.82,4.72
2016,Darrell Stuckey,LAC,29,0,0,0,0,S,KCsas,71,205,4.46,17,39.5,120,7,4
2016,D.J. White,KC,23,1,3,0,0,CB,Georgia Tech,71,193,4.49,17,33,132,7.18,4.33
2017,D.J. White,IND,24,0,0,0,2,CB,Georgia Tech,71,193,4.49,17,33,132,7.18,4.33
2016,Anthony Zettel,DET,24,0,0,1,1,DT,Penn State,76,277,4.81,28,30.5,109,7.63,4.39
2017,Anthony Zettel,DET,25,0,0,6.5,16,DT,Penn State,76,277,4.81,28,30.5,109,7.63,4.39
2018,Anthony Zettel,CLE,26,0,0,0,0,DT,Penn State,76,277,4.81,28,30.5,109,7.63,4.39
2019,Anthony Zettel,CLE,27,0,0,0,0,DT,Penn State,76,277,4.81,28,30.5,109,7.63,4.39
2016,Henry Anderson,IND,25,0,2,0,5,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2017,Henry Anderson,IND,26,0,0,2,7,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2018,Henry Anderson,NYJ,27,0,4,7,16,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2019,Henry Anderson,NYJ,28,0,0,1,9,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2020,Henry Anderson,NYJ,29,0,0,0.5,3,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2021,Henry Anderson,NE,30,0,0,0,0,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2022,Henry Anderson,CAR,31,0,0,0,1,DE,Stanford,78,294,4.97,20,30,111,7.2,4.19
2016,Arik Armstead,SF,23,0,0,2.5,4,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2017,Arik Armstead,SF,24,0,1,1.5,3,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2018,Arik Armstead,SF,25,0,0,3,12,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2019,Arik Armstead,SF,26,0,2,10,18,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2020,Arik Armstead,SF,27,0,3,3.5,13,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2021,Arik Armstead,SF,28,0,0,6,11,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2022,Arik Armstead,SF,29,0,0,0,4,DE,Oregon,79,292,5.06,24,34,117,7.57,4.53
2016,Jay Bromley,NYG,24,0,0,1,1,DT,Syracuse,75,306,5.06,26,33.5,106,7.92,4.78
2017,Jay Bromley,NYG,25,0,1,1,6,DT,Syracuse,75,306,5.06,26,33.5,106,7.92,4.78
2018,Jay Bromley,NO,26,0,0,0,0,DT,Syracuse,75,306,5.06,26,33.5,106,7.92,4.78
2016,Kentrell Brothers,MIN,23,0,0,0,0,OLB,Missouri,72,245,4.89,19,28.5,110,6.99,4.11
2017,Kentrell Brothers,MIN,24,0,0,0,0,OLB,Missouri,72,245,4.89,19,28.5,110,6.99,4.11
2018,Kentrell Brothers,MIN,25,0,0,1,1,OLB,Missouri,72,245,4.89,19,28.5,110,6.99,4.11
2019,Kentrell Brothers,MIN,26,0,0,0,0,OLB,Missouri,72,245,4.89,19,28.5,110,6.99,4.11
2016,Bruce Carter,NYJ,28,0,1,0,1,OLB,NOth Carolina,73,241,4.57,25,,114,7,4
2017,Bruce Carter,NYJ,29,0,0,0,0,OLB,NOth Carolina,73,241,4.57,25,,114,7,4
2018,Bruce Carter,ATL,30,0,0,0,0,OLB,NOth Carolina,73,241,4.57,25,,114,7,4
2016,Tyeler Davison,NO,24,0,2,0,1,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2017,Tyeler Davison,NO,25,0,1,0,2,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2018,Tyeler Davison,NO,26,0,1,2,3,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2019,Tyeler Davison,ATL,27,0,0,1,2,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2020,Tyeler Davison,ATL,28,0,0,0.5,2,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2021,Tyeler Davison,ATL,29,0,0,0,0,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2022,Tyeler Davison,LAC,30,0,0,0,0,DT,Fresno State,74,316,5.18,32,33,105,7.53,4.46
2016,Akeem Dent,HOU,29,0,0,0,0,ILB,Georgia,73,242,4.73,24,37.5,123,7,4
2016,Elvis Dumervil,BAL,32,0,0,3,9,DE,Louisville,71,257,4.75,30,,114,7,4
2017,Elvis Dumervil,SF,33,0,0,6.5,18,DE,Louisville,71,257,4.75,30,,114,7,4
2016,Najee Goode,PHI,27,0,0,0,0,ILB,West Virginia,72,244,4.55,20,35.5,117,7,4
2017,Najee Goode,PHI,28,0,0,0,0,ILB,West Virginia,72,244,4.55,20,35.5,117,7,4
2018,Najee Goode,IND,29,1,1,0,0,ILB,West Virginia,72,244,4.55,20,35.5,117,7,4
2019,Najee Goode,JAX,30,0,2,1,1,ILB,West Virginia,72,244,4.55,20,35.5,117,7,4
2016,Margus Hunt,CIN,29,0,2,0,4,DE,SMU,80,277,4.62,38,34.5,121,7.07,4.51
2017,Margus Hunt,IND,30,0,2,1,7,DE,SMU,80,277,4.62,38,34.5,121,7.07,4.51
2018,Margus Hunt,IND,31,0,2,5,6,DE,SMU,80,277,4.62,38,34.5,121,7.07,4.51
2019,Margus Hunt,IND,32,0,0,0,0,DE,SMU,80,277,4.62,38,34.5,121,7.07,4.51
2020,Margus Hunt,CHI,33,0,4,1,4,DE,SMU,80,277,4.62,38,34.5,121,7.07,4.51
2021,Margus Hunt,CHI,34,0,0,0,0,DE,SMU,80,277,4.62,38,34.5,121,7.07,4.51
2016,James Laurinaitis,NO,30,0,1,0,0,ILB,Ohio State,74,244,4.72,22,33,115,6.93,4.24
2016,Lerentee McCray,BUF,26,0,0,0,0,OLB,Florida,74,250,4.74,20,,114,7,4
2017,Lerentee McCray,JAX,27,0,1,1.5,3,OLB,Florida,74,250,4.74,20,,114,7,4
2018,Lerentee McCray,JAX,28,0,0,1,2,OLB,Florida,74,250,4.74,20,,114,7,4
2019,Lerentee McCray,JAX,29,0,0,0,0,OLB,Florida,74,250,4.74,20,,114,7,4
2021,Lerentee McCray,JAX,31,0,0,0,0,OLB,Florida,74,250,4.74,20,,114,7,4
2016,Barkevious Mingo,NE,26,0,0,0,0,OLB,LSU,76,241,4.58,20,37,128,6.84,4.39
2017,Barkevious Mingo,IND,27,0,2,2,9,OLB,LSU,76,241,4.58,20,37,128,6.84,4.39
2018,Barkevious Mingo,SEA,28,0,1,1,2,OLB,LSU,76,241,4.58,20,37,128,6.84,4.39
2019,Barkevious Mingo,HOU,29,0,0,0,2,OLB,LSU,76,241,4.58,20,37,128,6.84,4.39
2020,Barkevious Mingo,CHI,30,0,2,2.5,5,OLB,LSU,76,241,4.58,20,37,128,6.84,4.39
2016,Arthur Moats,PIT,28,0,3,3.5,7,OLB,James Madison,72,246,4.64,24,36.5,122,7.22,4.37
2017,Arthur Moats,PIT,29,0,0,0,0,OLB,James Madison,72,246,4.64,24,36.5,122,7.22,4.37
2016,Eric Murray,KC,22,0,0,0,0,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2017,Eric Murray,KC,23,0,5,1,1,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2018,Eric Murray,KC,24,1,2,0,1,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2019,Eric Murray,CLE,25,0,1,1,1,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2020,Eric Murray,HOU,26,0,2,2,4,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2021,Eric Murray,HOU,27,1,4,0,0,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2022,Eric Murray,HOU,28,0,0,0,0,CB,Minnesota,71,199,4.49,15,39.5,124,7.08,4.05
2016,Jared Odrick,JAX,29,0,1,1,1,DT,Penn State,77,304,5.03,26,29,106,7.22,4.59
2016,DeMarcus Ware,DEN,34,0,1,4,8,OLB,Troy,76,251,4.56,27,38.5,122,6.83,4.07
2016,Vince Wilfork,HOU,35,0,1,0,3,DT,Miami (FL),73,323,5.08,36,,114,7,4
2016,Mario Williams,MIA,31,0,1,1.5,5,DE,NOth Carolina State,79,295,4.7,35,40.5,120,7.19,4.36
2016,C.J. Wilson,CHI,29,0,0,1,4,CB,Baylor,73,195,4.62,20,37.5,127,6.81,4.2
2016,C.J. Wilson,CHI,29,0,0,1,4,DE,East Carolina,75,290,4.83,32,33,116,7,4.77
2016,Shilique Calhoun,LV,24,0,1,0.5,3,DE,Michigan State,76,251,4.82,23,35,115,6.97,4.25
2017,Shilique Calhoun,LV,25,0,0,0,3,DE,Michigan State,76,251,4.82,23,35,115,6.97,4.25
2018,Shilique Calhoun,LV,26,0,0,0,1,DE,Michigan State,76,251,4.82,23,35,115,6.97,4.25
2019,Shilique Calhoun,NE,27,0,0,0,3,DE,Michigan State,76,251,4.82,23,35,115,6.97,4.25
2020,Shilique Calhoun,NE,28,0,0,2,3,DE,Michigan State,76,251,4.82,23,35,115,6.97,4.25
2016,Justin Coleman,NE,23,0,3,0,0,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2017,Justin Coleman,SEA,24,2,9,1.5,3,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2018,Justin Coleman,SEA,25,1,10,0.5,1,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2019,Justin Coleman,DET,26,1,13,0,1,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2020,Justin Coleman,DET,27,0,1,0,0,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2021,Justin Coleman,MIA,28,2,3,0,0,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2022,Justin Coleman,SEA,29,0,0,0,0,CB,Tennessee,71,185,4.53,20,37.5,124,6.61,3.98
2016,Kasim Edebali,NO,27,0,1,1,2,OLB,Boston Col.,74,253,4.79,19,34.5,115,7.2,4.35
2017,Kasim Edebali,NO,28,0,0,0,1,OLB,Boston Col.,74,253,4.79,19,34.5,115,7.2,4.35
2016,Lavar Edwards,CLE,26,0,1,2,3,DE,LSU,76,277,4.8,20,33,119,7.03,4.51
2017,Lavar Edwards,CLE,27,0,0,0,0,DE,LSU,76,277,4.8,20,33,119,7.03,4.51
2016,Randy Gregory,DAL,24,0,0,1,2,DE,Nebraska,77,235,4.64,24,36.5,125,7,4
2018,Randy Gregory,DAL,26,0,0,6,15,DE,Nebraska,77,235,4.64,24,36.5,125,7,4
2020,Randy Gregory,DAL,28,0,1,3.5,12,DE,Nebraska,77,235,4.64,24,36.5,125,7,4
2021,Randy Gregory,DAL,29,1,1,6,17,DE,Nebraska,77,235,4.64,24,36.5,125,7,4
2022,Randy Gregory,DEN,30,0,0,2,7,DE,Nebraska,77,235,4.64,24,36.5,125,7,4
2016,Kendall Langford,IND,30,0,2,0,1,DE,KCsas State,77,287,4.95,24,27,114,7.72,4.69
2016,Darius Latham,LV,22,0,1,0,1,DT,Indiana,76,311,5.32,20,29,100,7.76,4.63
2017,Darius Latham,LV,23,0,0,0,1,DT,Indiana,76,311,5.32,20,29,100,7.76,4.63
2016,Corey Lemonier,LV,25,0,1,2,3,DE,Auburn,75,255,4.6,27,33,119,7.14,4.4
2016,Kareem Martin,ARI,24,0,0,0,1,DE,NOth Carolina,78,272,4.72,22,35.5,129,7.2,4.33
2017,Kareem Martin,ARI,25,1,3,1,3,DE,NOth Carolina,78,272,4.72,22,35.5,129,7.2,4.33
2018,Kareem Martin,NYG,26,0,2,1.5,10,DE,NOth Carolina,78,272,4.72,22,35.5,129,7.2,4.33
2019,Kareem Martin,NYG,27,0,0,0,0,DE,NOth Carolina,78,272,4.72,22,35.5,129,7.2,4.33
2016,Michael Mauti,NO,26,0,0,1,1,OLB,Penn State,74,243,4.83,28,,114,7,4
2017,Michael Mauti,NO,27,0,0,0,0,OLB,Penn State,74,243,4.83,28,,114,7,4
2016,Robert Quinn,LAR,26,0,2,4,6,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2017,Robert Quinn,LAR,27,0,1,8.5,12,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2018,Robert Quinn,MIA,28,0,0,6.5,15,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2019,Robert Quinn,DAL,29,0,3,11.5,22,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2020,Robert Quinn,CHI,30,0,0,2,6,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2021,Robert Quinn,CHI,31,0,0,18.5,22,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2022,Robert Quinn,CHI,32,0,0,1,5,DE,NOth Carolina,76,265,4.62,22,34,116,7.13,4.4
2016,Hassan Ridgeway,IND,22,0,1,1.5,5,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2017,Hassan Ridgeway,IND,23,0,0,3,5,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2018,Hassan Ridgeway,IND,24,0,0,0,0,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2019,Hassan Ridgeway,PHI,25,0,0,2,4,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2020,Hassan Ridgeway,PHI,26,0,0,1,1,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2021,Hassan Ridgeway,PHI,27,0,0,2,5,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2022,Hassan Ridgeway,SF,28,0,0,1,4,DT,Texas,75,303,5.02,24,32,113,8.28,4.82
2016,Damion Square,LAC,27,0,0,2.5,4,DE,Alabama,74,293,5.23,20,,114,7,4
2017,Damion Square,LAC,28,0,3,0,1,DE,Alabama,74,293,5.23,20,,114,7,4
2018,Damion Square,LAC,29,0,3,3,7,DE,Alabama,74,293,5.23,20,,114,7,4
2019,Damion Square,LAC,30,0,2,0,1,DE,Alabama,74,293,5.23,20,,114,7,4
2020,Damion Square,LAC,31,0,0,1,2,DE,Alabama,74,293,5.23,20,,114,7,4
2021,Damion Square,LAC,32,0,0,0.5,3,DE,Alabama,74,293,5.23,20,,114,7,4
2016,Will Sutton,CHI,25,0,1,0,0,DT,Arizona State,72,303,5.36,24,28.5,99,7.93,4.82
2016,Billy Winn,DEN,27,0,0,0,0,DE,Boise State,76,294,4.86,24,27,107,7.37,4.44
2020,Billy Winn,GB,31,0,2,0,0,DE,Boise State,76,294,4.86,24,27,107,7.37,4.44
2016,Audie Cole,MIN,27,0,0,0,0,ILB,NOth Carolina State,76,246,4.76,15,35,114,6.96,4.29
2016,James Cowser,LV,26,0,0,1,1,DE,Southern Utah,75,248,4.82,21,31.5,111,6.8,4.31
2017,James Cowser,LV,27,0,0,0,0,DE,Southern Utah,75,248,4.82,21,31.5,111,6.8,4.31
2016,Dwight Freeney,ATL,36,0,0,3,10,DE,Syracuse,73,266,4.48,28,,114,7,4
2017,Dwight Freeney,ATL,37,0,1,3,4,DE,Syracuse,73,266,4.48,28,,114,7,4
2016,Austin Johnson,TEN,22,0,1,0.5,1,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2017,Austin Johnson,TEN,23,0,1,1,1,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2018,Austin Johnson,TEN,24,0,2,1,1,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2019,Austin Johnson,TEN,25,0,1,0,2,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2020,Austin Johnson,NYG,26,0,1,1,1,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2021,Austin Johnson,NYG,27,0,1,3.5,7,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2022,Austin Johnson,LAC,28,0,1,1,3,DT,Penn State,76,314,5.32,25,26,96,7.84,4.75
2016,Shiloh Keo,LAC,29,0,0,0,0,S,Idaho,71,219,4.74,24,32.5,110,6.55,3.9
2016,Shaq Lawson,BUF,22,0,1,2,3,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2017,Shaq Lawson,BUF,23,0,2,4,5,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2018,Shaq Lawson,BUF,24,0,5,4,12,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2019,Shaq Lawson,BUF,25,0,2,6.5,18,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2020,Shaq Lawson,MIA,26,0,1,4,18,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2021,Shaq Lawson,NYJ,27,1,2,1,5,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2022,Shaq Lawson,BUF,28,0,1,3.5,9,DE,Clemson,75,269,4.7,20,33,120,7.16,4.21
2016,Lorenzo Mauldin,NYJ,24,1,2,2.5,13,OLB,Louisville,76,259,4.85,23,32,112,7.47,4.58
2016,Darius Philon,LAC,22,0,0,1,2,DT,ArKCsas,73,298,5,26,31,107,8,4
2017,Darius Philon,LAC,23,0,1,4.5,9,DT,ArKCsas,73,298,5,26,31,107,8,4
2018,Darius Philon,LAC,24,0,0,4,9,DT,ArKCsas,73,298,5,26,31,107,8,4
2021,Darius Philon,LV,27,0,2,2,2,DT,ArKCsas,73,298,5,26,31,107,8,4
